environment_seed,outcome,success,soldier_caught,unsafe_intercept,timeout,total_steps,detection_step,detection_time_seconds,post_detection_steps,intercept_step,intercept_time_seconds,min_enemy_soldier_dist,physical_limit_violations,mean_tracking_error,final_tracking_error,tracking_rmse,n_tracking_samples,optimizer_fallback_count,measurement_fallback_count,lead_init_count,pursuit_init_count,n_policy_calls,n_post_detection_decisions,instance_id,instance_name,family,training_seed
77915,intercepted,1,0,0,0,855,9,4.5,846,855.0,427.5,3.3986260890960693,0,1.1159069318821326,0.6439731121063232,1.2187343734131233,847,0,0,844,2,855,846,rmpc,rmpc,RMPC,
77916,soldier_caught,0,1,0,0,669,9,4.5,660,,,1.1600322723388672,0,1.1140731249607638,1.3803296089172363,1.210958359632268,661,0,0,658,2,669,660,rmpc,rmpc,RMPC,
77917,soldier_caught,0,1,0,0,111,9,4.5,102,,,0.35865119099617004,0,1.10882418060187,1.1303794384002686,1.192569998165036,103,0,0,101,1,111,102,rmpc,rmpc,RMPC,
77918,intercepted,1,0,0,0,350,9,4.5,341,350.0,175.0,7.054045677185059,0,1.1141191523151788,0.8546159267425537,1.2236466156386319,342,0,0,338,3,350,341,rmpc,rmpc,RMPC,
77919,intercepted,1,0,0,0,39,11,5.5,28,39.0,19.5,4.25634765625,0,1.1016107448216141,1.8407056331634521,1.1912539503301884,29,0,0,27,1,39,28,rmpc,rmpc,RMPC,
77920,soldier_caught,0,1,0,0,275,10,5.0,265,,,1.171109676361084,0,1.117816601704834,0.944322943687439,1.214009012074521,266,0,0,264,1,275,265,rmpc,rmpc,RMPC,
77921,intercepted,1,0,0,0,44,10,5.0,34,44.0,22.0,6.957594394683838,0,1.1209208565098898,1.0350254774093628,1.1760663205608761,35,0,0,33,1,44,34,rmpc,rmpc,RMPC,
77922,intercepted,1,0,0,0,103,13,6.5,90,103.0,51.5,7.640927314758301,0,1.173768285211626,1.6001074314117432,1.2497834389832596,91,0,0,89,1,103,90,rmpc,rmpc,RMPC,
77923,soldier_caught,0,1,0,0,968,8,4.0,960,,,1.4780187606811523,0,1.130934950014679,1.4601938724517822,1.2318584185699062,961,0,0,959,1,968,960,rmpc,rmpc,RMPC,
77924,intercepted,1,0,0,0,251,8,4.0,243,251.0,125.5,5.968287467956543,0,1.0965259768313071,0.46732932329177856,1.1973258800501796,244,0,0,242,1,251,243,rmpc,rmpc,RMPC,
