candidate_id,n,success_count,success_rate,wilson_ci_low,wilson_ci_high,soldier_caught_count,soldier_caught_rate,unsafe_intercept_count,unsafe_intercept_rate,timeout_count,timeout_rate,planning_time_n_planning_decisions,planning_time_mean,planning_time_median,planning_time_p95,planning_time_max,theoretical_scenario_step_cost,theoretical_candidate_evaluations,theoretical_defender_rollout_steps
C1_FAST,30,23,0.7666666666666667,0.5907167384187784,0.8820761185551049,7,0.23333333333333334,0,0.0,0,0.0,9580,0.5737482038935099,0.46934214999782853,0.7286664800092693,5.123816100007389,4608,192,768
C2_SHORT,30,26,0.8666666666666667,0.703186733179637,0.9469034451594526,4,0.13333333333333333,0,0.0,0,0.0,7055,3.5455408295819573,1.8927518999989843,8.803769179996742,13.062168300006306,15360,640,2560
C3_BALANCED,30,13,0.43333333333333335,0.2737748557646652,0.6080269299918639,17,0.5666666666666667,0,0.0,0,0.0,16154,8.264637270799744,9.711769200002891,12.364318985004502,17.79702489999181,23040,640,3840
C4_LONG,30,19,0.6333333333333333,0.4551356365479487,0.7812607919389929,9,0.3,2,0.06666666666666667,0,0.0,9495,5.155097915903176,3.416907100006938,13.68452093999949,19.430741600008332,30720,640,5120
C5_LARGE_POP,30,12,0.4,0.24590628116801852,0.5767963974667752,18,0.6,0,0.0,0,0.0,9545,5.34823839480357,4.60529750000569,14.930271319998425,22.20398859999841,46080,1280,7680
C6_TIGHT_ELITE,30,15,0.5,0.33154125640533766,0.6684587435946623,14,0.4666666666666667,1,0.03333333333333333,0,0.0,14844,3.2411345616545275,2.1931933499945444,8.344038124999496,13.08415569999488,23040,640,3840
C7_MORE_ITER,30,17,0.5666666666666667,0.3919730700081361,0.7262251442353347,13,0.43333333333333335,0,0.0,0,0.0,9807,2.8679911551749764,2.9215035999950487,4.575765640006282,8.836268400002155,36864,1024,6144
