environment_seed,outcome,success,soldier_caught,unsafe_intercept,timeout,total_steps,detection_step,detection_time_seconds,post_detection_steps,intercept_step,intercept_time_seconds,min_enemy_soldier_dist,physical_limit_violations,mean_tracking_error,final_tracking_error,tracking_rmse,n_tracking_samples,optimizer_fallback_count,measurement_fallback_count,lead_init_count,pursuit_init_count,n_policy_calls,n_post_detection_decisions,instance_id,instance_name,family,training_seed
77844,intercepted,1,0,0,0,16,14,7.0,2,16.0,8.0,7.778167247772217,0,0.8389510015646616,1.3270412683486938,0.9553029804276209,3,0,0,1,1,16,2,rmpc,rmpc,RMPC,
77845,soldier_caught,0,1,0,0,258,22,11.0,236,,,1.145583987236023,0,1.1418403986574226,1.2177282571792603,1.2389932224334135,237,0,0,235,1,258,236,rmpc,rmpc,RMPC,
77846,soldier_caught,0,1,0,0,36,12,6.0,24,,,1.7557934522628784,0,1.1650736165046691,0.6944020986557007,1.2133822031970871,25,0,0,23,1,36,24,rmpc,rmpc,RMPC,
77847,intercepted,1,0,0,0,68,16,8.0,52,68.0,34.0,6.720484256744385,0,1.0915430950106315,1.0737465620040894,1.2096638690252852,53,0,0,51,1,68,52,rmpc,rmpc,RMPC,
77848,soldier_caught,0,1,0,0,164,23,11.5,141,,,1.2575675249099731,0,1.102300520304223,0.5037343502044678,1.171370670089951,142,0,0,140,1,164,141,rmpc,rmpc,RMPC,
77849,intercepted,1,0,0,0,230,17,8.5,213,230.0,115.0,3.518772602081299,0,1.1489454237657173,1.3623288869857788,1.2585801944649084,214,0,0,212,1,230,213,rmpc,rmpc,RMPC,
77850,intercepted,1,0,0,0,135,21,10.5,114,135.0,67.5,2.5598654747009277,0,1.0834462007750636,1.1358914375305176,1.1711475951738262,115,0,0,113,1,135,114,rmpc,rmpc,RMPC,
77851,intercepted,1,0,0,0,142,16,8.0,126,142.0,71.0,3.4187490940093994,0,1.1144468710999789,0.5846784710884094,1.2012020228732445,127,0,0,125,1,142,126,rmpc,rmpc,RMPC,
77852,soldier_caught,0,1,0,0,273,15,7.5,258,,,1.8589097261428833,0,1.1532301203164355,1.4173221588134766,1.2444691703634922,259,0,0,257,1,273,258,rmpc,rmpc,RMPC,
77853,intercepted,1,0,0,0,80,18,9.0,62,80.0,40.0,3.1474711894989014,0,1.1093300178883567,1.0965490341186523,1.2000742428919422,63,0,0,61,1,80,62,rmpc,rmpc,RMPC,
77854,soldier_caught,0,1,0,0,57,16,8.0,41,,,1.2195135354995728,0,1.223368576239972,0.6108383536338806,1.3012987696244513,42,0,0,40,1,57,41,rmpc,rmpc,RMPC,
77855,intercepted,1,0,0,0,22,20,10.0,2,22.0,11.0,6.275970458984375,0,1.0013968348503113,0.7890586256980896,1.026905991740964,3,0,0,1,1,22,2,rmpc,rmpc,RMPC,
77856,soldier_caught,0,1,0,0,68,12,6.0,56,,,0.8585001826286316,0,1.2390584886858338,1.1853697299957275,1.3181902721489958,57,0,0,55,1,68,56,rmpc,rmpc,RMPC,
77857,intercepted,1,0,0,0,311,12,6.0,299,311.0,155.5,3.2106735706329346,0,1.169651376331846,1.386490821838379,1.2598905990291036,300,0,0,298,1,311,299,rmpc,rmpc,RMPC,
77858,intercepted,1,0,0,0,28,15,7.5,13,28.0,14.0,6.0326714515686035,0,1.049460731446743,0.9280681014060974,1.1563299597775556,14,0,0,12,1,28,13,rmpc,rmpc,RMPC,
77859,intercepted,1,0,0,0,21,19,9.5,2,21.0,10.5,5.092747211456299,0,1.101759394009908,2.0699212551116943,1.2979178344368734,3,0,0,1,1,21,2,rmpc,rmpc,RMPC,
77860,intercepted,1,0,0,0,50,13,6.5,37,50.0,25.0,2.5387566089630127,0,1.178950116822594,0.46588414907455444,1.3037029353382574,38,0,0,36,1,50,37,rmpc,rmpc,RMPC,
77861,intercepted,1,0,0,0,30,18,9.0,12,30.0,15.0,2.785132646560669,0,1.0794131664129405,0.9809175729751587,1.1757340393177769,13,0,0,11,1,30,12,rmpc,rmpc,RMPC,
77862,intercepted,1,0,0,0,25,22,11.0,3,25.0,12.5,5.0803399085998535,0,0.8116386905312538,0.5425214767456055,0.9128264404394661,4,0,0,2,1,25,3,rmpc,rmpc,RMPC,
77863,intercepted,1,0,0,0,21,19,9.5,2,21.0,10.5,5.777839660644531,0,1.1732399861017864,1.3398959636688232,1.192329485883499,3,0,0,1,1,21,2,rmpc,rmpc,RMPC,
77864,intercepted,1,0,0,0,18,15,7.5,3,18.0,9.0,9.239933013916016,0,0.8426839113235474,1.064060926437378,0.862871295411145,4,0,0,2,1,18,3,rmpc,rmpc,RMPC,
77865,soldier_caught,0,1,0,0,110,18,9.0,92,,,0.9102164506912231,0,1.1776521673766516,0.8730610609054565,1.2848415970270335,93,0,0,91,1,110,92,rmpc,rmpc,RMPC,
77866,intercepted,1,0,0,0,20,18,9.0,2,20.0,10.0,3.872183084487915,0,0.9346012671788534,0.16212284564971924,1.0889874094198124,3,0,0,1,1,20,2,rmpc,rmpc,RMPC,
