environment_seed,outcome,success,soldier_caught,unsafe_intercept,timeout,total_steps,detection_step,detection_time_seconds,post_detection_steps,intercept_step,intercept_time_seconds,min_enemy_soldier_dist,physical_limit_violations,mean_tracking_error,final_tracking_error,tracking_rmse,n_tracking_samples,optimizer_fallback_count,measurement_fallback_count,lead_init_count,pursuit_init_count,n_policy_calls,n_post_detection_decisions,instance_id,instance_name,family,training_seed
77023,intercepted,1,0,0,0,24,12,6.0,12,24.0,12.0,14.084341049194336,0,2.4703385004630456,1.7828478813171387,2.664636574603092,13,0,0,10,2,24,12,rmpc,rmpc,RMPC,
77024,soldier_caught,0,1,0,0,456,18,9.0,438,,,1.2745907306671143,0,3.06837266092963,2.70269513130188,3.367171084261902,439,0,0,362,76,456,438,rmpc,rmpc,RMPC,
77025,soldier_caught,0,1,0,0,920,57,28.5,863,,,1.7844758033752441,0,3.187405447182418,4.652451038360596,3.444942971795039,864,0,0,720,143,920,863,rmpc,rmpc,RMPC,
77026,intercepted,1,0,0,0,582,10,5.0,572,582.0,291.0,2.3023135662078857,0,3.2784031987138236,2.409243583679199,3.5522685027817884,573,0,0,454,118,582,572,rmpc,rmpc,RMPC,
77027,intercepted,1,0,0,0,388,21,10.5,367,388.0,194.0,2.6894426345825195,0,3.17444134876132,1.7308695316314697,3.4456214120194733,368,0,0,289,78,388,367,rmpc,rmpc,RMPC,
77028,soldier_caught,0,1,0,0,223,10,5.0,213,,,1.4172369241714478,0,3.3419728474082233,2.407142400741577,3.571043781018379,214,0,0,177,36,223,213,rmpc,rmpc,RMPC,
77029,intercepted,1,0,0,0,50,15,7.5,35,50.0,25.0,7.029311180114746,0,3.257054418325424,6.2914652824401855,3.5507589404479964,36,0,0,25,10,50,35,rmpc,rmpc,RMPC,
77030,intercepted,1,0,0,0,356,9,4.5,347,356.0,178.0,9.535221099853516,0,3.1082401470034973,3.84676456451416,3.385563921692685,348,0,0,279,68,356,347,rmpc,rmpc,RMPC,
77031,intercepted,1,0,0,0,11,9,4.5,2,11.0,5.5,5.486597061157227,0,3.9691503842671714,1.6119041442871094,4.686116120960996,3,0,0,1,1,11,2,rmpc,rmpc,RMPC,
77032,soldier_caught,0,1,0,0,1574,31,15.5,1543,,,1.6877939701080322,0,3.2209602450092993,3.457627534866333,3.4898830562242056,1544,0,0,1253,290,1574,1543,rmpc,rmpc,RMPC,
77033,timeout,0,0,0,1,2000,14,7.0,1986,,,2.6631643772125244,0,3.1765774918385468,2.306307077407837,3.452182266911909,1987,0,0,1618,368,2000,1986,rmpc,rmpc,RMPC,
77034,intercepted,1,0,0,0,225,10,5.0,215,225.0,112.5,3.317746162414551,0,3.185008605114288,2.5667526721954346,3.4807463615949246,216,0,0,173,42,225,215,rmpc,rmpc,RMPC,
77035,intercepted,1,0,0,0,931,13,6.5,918,931.0,465.5,2.790694236755371,0,3.1884306641994806,2.031425952911377,3.467487750493802,919,0,0,730,188,931,918,rmpc,rmpc,RMPC,
77036,unsafe_intercept,0,0,1,0,15,13,6.5,2,,,3.0759642124176025,0,2.759849707285563,3.039686441421509,2.7831516055147314,3,0,0,1,1,15,2,rmpc,rmpc,RMPC,
77037,intercepted,1,0,0,0,827,12,6.0,815,827.0,413.5,3.207392930984497,0,3.256088329406053,2.9007186889648438,3.5487725832489505,816,0,0,659,156,827,815,rmpc,rmpc,RMPC,
77038,soldier_caught,0,1,0,0,346,11,5.5,335,,,1.291908621788025,0,3.1921839648414227,2.220571517944336,3.459621765778113,336,0,0,280,55,346,335,rmpc,rmpc,RMPC,
77039,intercepted,1,0,0,0,669,13,6.5,656,669.0,334.5,2.017889976501465,0,3.188542017744375,0.7205520868301392,3.4564786409835677,657,0,0,525,131,669,656,rmpc,rmpc,RMPC,
77040,intercepted,1,0,0,0,293,10,5.0,283,293.0,146.5,7.454814434051514,0,3.138539604842663,5.507578372955322,3.4081711892580775,284,0,0,234,49,293,283,rmpc,rmpc,RMPC,
77041,soldier_caught,0,1,0,0,46,18,9.0,28,,,1.3527158498764038,0,2.8428274495848296,0.5257863998413086,3.197045036162487,29,0,0,24,4,46,28,rmpc,rmpc,RMPC,
77042,soldier_caught,0,1,0,0,143,8,4.0,135,,,1.2770739793777466,0,3.2450415759402165,1.4655425548553467,3.5056740932750388,136,0,0,114,21,143,135,rmpc,rmpc,RMPC,
77043,soldier_caught,0,1,0,0,377,13,6.5,364,,,1.5236908197402954,0,3.2161442604783463,2.3161261081695557,3.447058380308282,365,0,0,289,75,377,364,rmpc,rmpc,RMPC,
77044,intercepted,1,0,0,0,79,13,6.5,66,79.0,39.5,3.5686070919036865,0,3.4807146787643433,2.7542595863342285,3.7796984989057623,67,0,0,50,16,79,66,rmpc,rmpc,RMPC,
77045,soldier_caught,0,1,0,0,737,60,30.0,677,,,1.8095520734786987,0,3.197209539710596,4.219135761260986,3.485248288644888,678,0,0,551,126,737,677,rmpc,rmpc,RMPC,
77046,intercepted,1,0,0,0,528,13,6.5,515,528.0,264.0,4.716243267059326,0,3.3144507060448327,3.015434980392456,3.6088231529423704,516,0,0,396,119,528,515,rmpc,rmpc,RMPC,
77047,unsafe_intercept,0,0,1,0,11,9,4.5,2,,,2.5233495235443115,0,1.793161153793335,1.0853441953659058,1.92596201481248,3,0,0,1,1,11,2,rmpc,rmpc,RMPC,
77048,intercepted,1,0,0,0,1213,34,17.0,1179,1213.0,606.5,3.196251392364502,0,3.203002731981924,1.9364093542099,3.471803115775463,1180,0,0,961,218,1213,1179,rmpc,rmpc,RMPC,
77049,soldier_caught,0,1,0,0,494,34,17.0,460,,,1.198927879333496,0,3.1068412386155697,2.1972105503082275,3.413670977130439,461,0,0,370,90,494,460,rmpc,rmpc,RMPC,
77050,intercepted,1,0,0,0,12,10,5.0,2,12.0,6.0,7.2058329582214355,0,3.3576117753982544,4.231901168823242,3.517139534238259,3,0,0,1,1,12,2,rmpc,rmpc,RMPC,
77051,intercepted,1,0,0,0,974,15,7.5,959,974.0,487.0,3.1086435317993164,0,3.232434888471228,0.9217338562011719,3.5035455928991013,960,0,0,789,170,974,959,rmpc,rmpc,RMPC,
77052,intercepted,1,0,0,0,1082,17,8.5,1065,1082.0,541.0,2.9794673919677734,0,3.1945049863930715,2.287060499191284,3.467147603448329,1066,0,0,861,204,1082,1065,rmpc,rmpc,RMPC,
77053,intercepted,1,0,0,0,930,11,5.5,919,930.0,465.0,4.244884490966797,0,3.2102779331414597,1.3933539390563965,3.45904020944903,920,0,0,761,158,930,919,rmpc,rmpc,RMPC,
77054,soldier_caught,0,1,0,0,833,19,9.5,814,,,1.4785480499267578,0,3.2727208933947276,0.9569615721702576,3.5424545387077333,815,0,0,653,161,833,814,rmpc,rmpc,RMPC,
77055,intercepted,1,0,0,0,1354,13,6.5,1341,1354.0,677.0,2.1982078552246094,0,3.208187286460275,1.676223635673523,3.4819290538616037,1342,0,0,1089,252,1354,1341,rmpc,rmpc,RMPC,
77056,soldier_caught,0,1,0,0,208,132,66.0,76,,,1.6298245191574097,0,3.167637337337841,2.7822976112365723,3.3911202696632734,77,0,0,61,15,208,76,rmpc,rmpc,RMPC,
77057,soldier_caught,0,1,0,0,37,10,5.0,27,,,1.9668917655944824,0,2.8791622860091075,2.3111612796783447,3.2731551230506106,28,0,0,22,5,37,27,rmpc,rmpc,RMPC,
77058,soldier_caught,0,1,0,0,439,7,3.5,432,,,1.9036307334899902,0,3.110319623839773,3.030632734298706,3.3624934150369947,433,0,0,359,73,439,432,rmpc,rmpc,RMPC,
77059,intercepted,1,0,0,0,994,11,5.5,983,994.0,497.0,2.662900686264038,0,3.1651600604134846,3.1460938453674316,3.453316098491042,984,0,0,796,187,994,983,rmpc,rmpc,RMPC,
77060,intercepted,1,0,0,0,348,10,5.0,338,348.0,174.0,2.1187503337860107,0,3.1013355942602354,1.126354694366455,3.3740930749736817,339,0,0,281,57,348,338,rmpc,rmpc,RMPC,
77061,intercepted,1,0,0,0,235,8,4.0,227,235.0,117.5,2.9239940643310547,0,3.30623644668805,7.039814472198486,3.62272470387766,228,0,0,188,39,235,227,rmpc,rmpc,RMPC,
77062,soldier_caught,0,1,0,0,1741,11,5.5,1730,,,0.9802650213241577,0,3.196958819904608,2.461728811264038,3.46737075386914,1731,0,0,1388,342,1741,1730,rmpc,rmpc,RMPC,
77063,soldier_caught,0,1,0,0,1071,8,4.0,1063,,,0.9640613198280334,0,3.249026751187735,2.787111759185791,3.5255845292572254,1064,0,0,838,225,1071,1063,rmpc,rmpc,RMPC,
77064,intercepted,1,0,0,0,1401,7,3.5,1394,1401.0,700.5,2.481022834777832,0,3.194530744054839,2.08950138092041,3.477448363943723,1395,0,0,1127,267,1401,1394,rmpc,rmpc,RMPC,
77065,soldier_caught,0,1,0,0,586,11,5.5,575,,,1.3161367177963257,0,3.2162680737674236,2.0780627727508545,3.4882615962812595,576,0,0,468,107,586,575,rmpc,rmpc,RMPC,
77066,intercepted,1,0,0,0,292,12,6.0,280,292.0,146.0,3.7897732257843018,0,3.053972296443274,4.00665807723999,3.3118658519339634,281,0,0,233,47,292,280,rmpc,rmpc,RMPC,
77067,soldier_caught,0,1,0,0,108,82,41.0,26,,,0.9513853192329407,0,3.203384792363202,3.763176202774048,3.554635316869623,27,0,0,21,5,108,26,rmpc,rmpc,RMPC,
77068,intercepted,1,0,0,0,1078,10,5.0,1068,1078.0,539.0,3.2740275859832764,0,3.224801957105453,2.4210457801818848,3.4973283310656456,1069,0,0,860,208,1078,1068,rmpc,rmpc,RMPC,
77069,intercepted,1,0,0,0,250,9,4.5,241,250.0,125.0,7.736227512359619,0,3.3641131126191004,1.4185833930969238,3.6410783707157997,242,0,0,192,49,250,241,rmpc,rmpc,RMPC,
77070,soldier_caught,0,1,0,0,205,11,5.5,194,,,1.1538463830947876,0,3.059874869309939,2.0182278156280518,3.3040831683031175,195,0,0,161,33,205,194,rmpc,rmpc,RMPC,
77071,intercepted,1,0,0,0,618,15,7.5,603,618.0,309.0,2.826545238494873,0,3.133606497469722,3.4548022747039795,3.4203700895811924,604,0,0,489,114,618,603,rmpc,rmpc,RMPC,
77072,intercepted,1,0,0,0,1850,17,8.5,1833,1850.0,925.0,2.0169458389282227,0,3.162292953137808,2.024656057357788,3.4238884501071563,1834,0,0,1498,335,1850,1833,rmpc,rmpc,RMPC,
77073,intercepted,1,0,0,0,1117,11,5.5,1106,1117.0,558.5,2.6581668853759766,0,3.089740832646688,0.37548568844795227,3.3633206464539533,1107,0,0,919,187,1117,1106,rmpc,rmpc,RMPC,
77074,intercepted,1,0,0,0,589,10,5.0,579,589.0,294.5,2.118736982345581,0,3.199739254240332,2.8940815925598145,3.494759429690835,580,0,0,467,112,589,579,rmpc,rmpc,RMPC,
77075,intercepted,1,0,0,0,147,12,6.0,135,147.0,73.5,5.811859130859375,0,3.2503167430267617,4.972004413604736,3.511098850508541,136,0,0,111,24,147,135,rmpc,rmpc,RMPC,
77076,soldier_caught,0,1,0,0,196,8,4.0,188,,,0.8661555647850037,0,3.2331555949317083,1.3970965147018433,3.525635645230434,189,0,0,146,42,196,188,rmpc,rmpc,RMPC,
77077,soldier_caught,0,1,0,0,568,16,8.0,552,,,1.531766414642334,0,3.106114406859465,2.1020140647888184,3.3804133967362047,553,0,0,451,101,568,552,rmpc,rmpc,RMPC,
77078,intercepted,1,0,0,0,776,9,4.5,767,776.0,388.0,3.2542223930358887,0,3.135500920470804,3.4292702674865723,3.4137709918422816,768,0,0,612,155,776,767,rmpc,rmpc,RMPC,
77079,intercepted,1,0,0,0,934,22,11.0,912,934.0,467.0,2.0311975479125977,0,3.162816689609828,3.6616196632385254,3.418587184373747,913,0,0,743,169,934,912,rmpc,rmpc,RMPC,
77080,soldier_caught,0,1,0,0,469,9,4.5,460,,,1.8053066730499268,0,3.25562179011016,2.567894458770752,3.4998968933726773,461,0,0,370,90,469,460,rmpc,rmpc,RMPC,
77081,soldier_caught,0,1,0,0,484,30,15.0,454,,,1.8728660345077515,0,3.133924926637293,3.919764518737793,3.3902289136922388,455,0,0,373,81,484,454,rmpc,rmpc,RMPC,
77082,soldier_caught,0,1,0,0,1090,8,4.0,1082,,,1.6150106191635132,0,3.294052171877767,4.584605693817139,3.573574571142372,1083,0,0,865,217,1090,1082,rmpc,rmpc,RMPC,
77083,intercepted,1,0,0,0,560,8,4.0,552,560.0,280.0,2.7591023445129395,0,3.2188205437138544,1.3209023475646973,3.481514846591302,553,0,0,439,113,560,552,rmpc,rmpc,RMPC,
77084,timeout,0,0,0,1,2000,10,5.0,1990,,,2.647019624710083,0,3.175524829920065,1.810422420501709,3.4490605622314523,1991,0,0,1617,373,2000,1990,rmpc,rmpc,RMPC,
77085,unsafe_intercept,0,0,1,0,10,8,4.0,2,,,2.8600475788116455,0,2.7350168228149414,1.932948350906372,2.9266637584282367,3,0,0,1,1,10,2,rmpc,rmpc,RMPC,
77086,timeout,0,0,0,1,2000,9,4.5,1991,,,3.486013889312744,0,3.2026026901979763,3.188072681427002,3.483514435773754,1992,0,0,1586,405,2000,1991,rmpc,rmpc,RMPC,
77087,intercepted,1,0,0,0,11,9,4.5,2,11.0,5.5,4.291304588317871,0,3.0783921082814536,3.5164060592651367,3.1320877743098783,3,0,0,1,1,11,2,rmpc,rmpc,RMPC,
77088,intercepted,1,0,0,0,594,9,4.5,585,594.0,297.0,3.3545687198638916,0,3.1949549517737315,4.870656490325928,3.4725297316223456,586,0,0,469,116,594,585,rmpc,rmpc,RMPC,
77089,intercepted,1,0,0,0,259,49,24.5,210,259.0,129.5,2.7105276584625244,0,3.1216940033774807,4.23129415512085,3.396492932667337,211,0,0,171,39,259,210,rmpc,rmpc,RMPC,
77090,intercepted,1,0,0,0,959,10,5.0,949,959.0,479.5,2.154161214828491,0,3.165057198373895,2.7856016159057617,3.4401046513954934,950,0,0,776,173,959,949,rmpc,rmpc,RMPC,
77091,intercepted,1,0,0,0,344,8,4.0,336,344.0,172.0,6.372815132141113,0,3.1888816541486396,1.5424760580062866,3.473320177167626,337,0,0,265,71,344,336,rmpc,rmpc,RMPC,
77092,soldier_caught,0,1,0,0,996,9,4.5,987,,,1.6186987161636353,0,3.1984621648967027,2.95742130279541,3.4684472891526417,988,0,0,812,175,996,987,rmpc,rmpc,RMPC,
77093,intercepted,1,0,0,0,530,40,20.0,490,530.0,265.0,2.6898720264434814,0,3.2061621251149965,1.9723888635635376,3.474024004491838,491,0,0,388,102,530,490,rmpc,rmpc,RMPC,
77094,intercepted,1,0,0,0,870,15,7.5,855,870.0,435.0,3.0795342922210693,0,3.1682088062097535,2.976989984512329,3.437998764707413,856,0,0,685,170,870,855,rmpc,rmpc,RMPC,
77095,soldier_caught,0,1,0,0,1814,10,5.0,1804,,,0.1507977396249771,0,3.2102421681842976,2.5803048610687256,3.4914151314833677,1805,0,0,1445,359,1814,1804,rmpc,rmpc,RMPC,
77096,intercepted,1,0,0,0,426,12,6.0,414,426.0,213.0,3.272723913192749,0,3.2273727360260054,2.310133457183838,3.4821671091635866,415,0,0,330,84,426,414,rmpc,rmpc,RMPC,
77097,intercepted,1,0,0,0,391,11,5.5,380,391.0,195.5,2.5877132415771484,0,3.1156098949001843,6.44346284866333,3.411001799248377,381,0,0,311,69,391,380,rmpc,rmpc,RMPC,
77098,intercepted,1,0,0,0,786,11,5.5,775,786.0,393.0,2.9495246410369873,0,3.233476895781368,1.809460997581482,3.502435629413839,776,0,0,622,153,786,775,rmpc,rmpc,RMPC,
77099,intercepted,1,0,0,0,672,8,4.0,664,672.0,336.0,2.2297329902648926,0,3.254256890008324,2.9321372509002686,3.5332541519090745,665,0,0,543,121,672,664,rmpc,rmpc,RMPC,
77100,intercepted,1,0,0,0,634,20,10.0,614,634.0,317.0,2.724372386932373,0,3.196655336337361,3.3607492446899414,3.474730918845971,615,0,0,501,113,634,614,rmpc,rmpc,RMPC,
77101,soldier_caught,0,1,0,0,148,15,7.5,133,,,1.807826042175293,0,3.209211592910005,2.2434520721435547,3.4907852628221465,134,0,0,99,34,148,133,rmpc,rmpc,RMPC,
77102,intercepted,1,0,0,0,1464,10,5.0,1454,1464.0,732.0,2.6175553798675537,0,3.2062126935757314,2.6889240741729736,3.4705753714034637,1455,0,0,1169,285,1464,1454,rmpc,rmpc,RMPC,
77103,intercepted,1,0,0,0,1474,8,4.0,1466,1474.0,737.0,2.7881417274475098,0,3.184778402899103,1.8575284481048584,3.4657375000365005,1467,0,0,1181,285,1474,1466,rmpc,rmpc,RMPC,
77104,soldier_caught,0,1,0,0,250,12,6.0,238,,,1.059382677078247,0,3.195592569382121,2.955925464630127,3.446430893211682,239,0,0,193,45,250,238,rmpc,rmpc,RMPC,
77105,intercepted,1,0,0,0,453,25,12.5,428,453.0,226.5,7.129181861877441,0,3.213055163482964,3.1309635639190674,3.5028286881615998,429,0,0,343,85,453,428,rmpc,rmpc,RMPC,
77106,intercepted,1,0,0,0,1129,12,6.0,1117,1129.0,564.5,2.4736926555633545,0,3.183145739951159,2.2392053604125977,3.4401691278705746,1118,0,0,910,207,1129,1117,rmpc,rmpc,RMPC,
77107,soldier_caught,0,1,0,0,1616,8,4.0,1608,,,1.6441149711608887,0,3.1592582971357723,4.2514519691467285,3.437336861084975,1609,0,0,1312,296,1616,1608,rmpc,rmpc,RMPC,
